"Nome Produto";"Nº Produto";"Produto Ativo";"Cód. Produto";Fabricante;"Categoria de Produto";Fornecedor;"Sub Categoria";"Cód. Fornecedor";Website;"Ficha do Produto";"Cód. Fabricante";"Plano de Contas";"Data Criação";"Criado Por";"Data Modificação";"Última Edição";"Comprimento (mm)";"Largura (mm)";"Espessura (mm)";"Preço Unitário";"Preço Custo";"Categoria de Impostos";"Comissão %";"Unidade Utilizada";"Qtd. Uni";"Qtd. Stock";"Nível Reabastecimento";Responsável;"Qtd. Última Compra";"Imagem Produto";Descrição;"Detalhe "
"Milestones Princepezinho";PRO0291;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"11-05-2024 13:34:45";marcop;"11-05-2024 14:00:42";marcop;0;;;25;;;0;Each;1.00;0.000;0;admin;0;IMG_20240511_140006.jpg;;"Vários modelos e cores disponiveis"
"Milestones Nuvem";PRO0292;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"11-05-2024 13:34:59";marcop;"06-07-2024 11:22:13";marcop;0;;;25;;;0;Each;1.00;'-4.000;0;admin;0;IMG_20240511_135853.jpg;;"Vários modelos e cores disponiveis"
"Milestones Ursinho";PRO0293;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"11-05-2024 13:35:11";marcop;"27-10-2024 20:24:11";marcop;0;;;25;;;0;Each;1.00;'-1.000;0;admin;0;IMG_20240511_135802.jpg;;"Vários modelos e cores disponiveis"
"Milestones c/Flor";PRO0294;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"11-05-2024 13:35:33";marcop;"11-05-2024 13:56:41";marcop;0;;;25;;;0;Each;1.00;0.000;0;admin;0;IMG_20240401_143758_edit_934882647015157.jpg;;"Vários modelos e cores disponiveis"
"Milestones Simples";PRO0295;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"11-05-2024 13:36:24";marcop;"31-10-2024 09:28:50";marcop;0;;;23;;;0;Each;1.00;'-13.000;0;admin;0;IMG-20240401-WA0010_edit_934895304788593.jpg;;"Vários modelos e cores disponiveis"
"Milestones Hexagono";PRO0296;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"11-05-2024 13:36:50";marcop;"11-05-2024 13:55:12";marcop;0;;;25;;;0;Each;1.00;0.000;0;admin;0;IMG_20240401_143840.jpg;;"Vários modelos e cores disponiveis"
"Milestones Folhas";PRO0297;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"11-05-2024 13:37:08";marcop;"11-05-2024 13:55:41";marcop;0;;;25;;;0;Each;1.00;0.000;0;admin;0;IMG-20240401-WA0005_edit_934909396738591.jpg;;"Vários modelos e cores disponiveis"
"Separador de Roupa 24 Meses";PRO0298;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"11-05-2024 14:08:19";marcop;"11-05-2024 14:08:55";marcop;0;;;20;;;0;Each;1.00;0.000;0;marcop;0;IMG_20240511_140504_1.jpg;;
"Mealheiro MDF e Acrilico";PRO0299;1;;"Fam Art";Outros;;Decoração;;;;;;"11-05-2024 14:13:38";marcop;"26-03-2026 10:52:37";marcop;0;;;18;;;0;Each;1.00;'-11.000;0;marcop;0;IMG_20240511_141154.jpg;;
"Lembrança montanha";PRO0300;1;;"Fam Art";"Cerimonias Religiosas";;Diversos;;;;;;"13-05-2024 22:31:28";josep;"29-03-2025 10:34:24";josep;0;;;;;;0;Each;1.00;999974.000;0;josep;0;;;
"Convite Pé Padrinho pingo de cera";PRO0301;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"14-05-2024 20:46:34";josep;"14-08-2024 17:06:50";marcop;0;;;5;;;0;Each;1.00;999997.000;0;josep;0;IMG_6271.jpeg;;
"Convite Pé Padrinhos STD";PRO0302;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"14-05-2024 20:50:29";josep;"19-08-2025 18:09:48";marcop;0;;;10;;;0;Each;1.00;999998.000;0;josep;0;IMG_6272.jpeg;;
"Convite Ursinho Padrinho STD";PRO0303;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"14-05-2024 20:50:47";josep;"30-09-2025 11:00:39";marcop;0;;;10;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6273.jpeg;;
"Convite Ursinho Madrinha STD";PRO0304;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"14-05-2024 20:51:00";josep;"14-05-2024 20:54:45";josep;0;;;8;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6274.jpeg;;
"Jogo do Galo";PRO0305;1;;"Fam Art";Jogos;;Galo;;;;;;"14-05-2024 20:55:58";josep;"05-09-2024 23:06:20";josep;0;;;10;;;0;Each;1.00;999998.000;0;josep;0;IMG_6275.jpeg;;
"Convite Circular Padrinho STD";PRO0306;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"14-05-2024 21:00:23";josep;"28-03-2025 18:56:22";marcop;0;;;10;;;0;Each;1.00;999999.000;0;josep;0;IMG_6276.jpeg;;
"Convite Circular Madrinha STD";PRO0307;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"14-05-2024 21:00:34";josep;"14-05-2024 21:02:16";josep;0;;;10;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6277.jpeg;;
"Topo Bolo Batizado";PRO0308;1;;"Fam Art";Batizados;;"Topo de Bolo";;;;;;"14-05-2024 21:12:37";josep;"26-03-2026 10:54:30";marcop;0;;;10;;;0;Each;1.00;999995.000;0;josep;0;IMG_6280.jpeg;;
"Topo Bolo Aniversário";PRO0309;1;;"Fam Art";"Eventos Diversos";;"Topo de Bolo";;;;;;"14-05-2024 21:16:54";josep;"30-09-2025 15:27:18";marcop;0;;;10;;;0;Each;1.00;999997.000;0;josep;0;IMG_6281.jpeg;;
"Convite Padrinho Caixa com Puzzle";PRO0310;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"14-05-2024 21:35:19";josep;"28-08-2024 21:05:38";josep;150;150;;16;;;0;Each;1.00;999995.000;0;marcop;0;IMG_6283.jpeg;;
"Convite Madrinha Caixa com Puzzle";PRO0311;1;;"Fam Art";Batizados;;"Convites Padrinhos";;;;;;"14-05-2024 21:37:35";josep;"14-05-2024 21:39:00";josep;150;150;;16;;;0;Each;1.00;999996.000;0;marcop;0;IMG_6283.jpeg;;
"Moldura Recém Nascido";PRO0312;1;;"Fam Art";Outros;;Decoração;;;;;;"14-05-2024 21:43:22";josep;"11-12-2025 18:55:07";josep;0;;;25;;;0;Each;1.00;999993.000;0;josep;0;IMG-20240522-WA0027.jpg,IMG-20240522-WA0029.jpg;;
"Lembrança Batismo Coroa com fundo rosa";PRO0313;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:42:30";josep;"13-06-2024 15:04:41";marcop;0;;;2.25;;;0;Each;1.00;999980.000;0;josep;0;IMG_6285.jpeg;"Opção íman ou base";
"Lembrança Batismo com foto";PRO0314;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:45:14";josep;"16-05-2026 12:13:47";marcop;0;;;2.5;;;0;Each;1.00;999975.000;0;josep;0;IMG_6286.jpeg;"Com íman ";
"Lembrança Batismo com foto e pergaminho";PRO0315;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:45:44";josep;"03-07-2025 16:11:59";marcop;0;;;2.5;;;0;Each;1.00;999978.000;0;josep;0;IMG_6287.jpeg;"Com íman ";
"Lembrança Batismo Anjo";PRO0316;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:46:37";josep;"15-05-2024 20:18:25";josep;0;;;1;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6296.jpeg;"Com íman ";
"Lembrança Batismo Anjo forma Oval";PRO0317;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:47:09";josep;"15-05-2024 20:19:10";josep;0;;;2;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6295.jpeg;"Com íman ";
"Lembrança Batismo com Foto Cores";PRO0318;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:47:57";josep;"25-09-2025 16:40:40";marcop;0;;;3;;;0;Each;1.00;999960.000;0;josep;0;IMG_6294.jpeg;"Com íman ";
"Lembrança Batismo com 2 Pombas";PRO0319;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:48:46";josep;"15-05-2024 20:19:23";josep;0;;;1.75;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6293.jpeg;"Com íman ";
"Lembrança Batismo Anjo da Guarda";PRO0320;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:49:01";josep;"15-05-2024 20:19:38";josep;0;;;1.75;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6288.jpeg;"Com íman ";
"Lembrança Batismo Pomba";PRO0321;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:50:06";josep;"15-05-2024 20:19:53";josep;0;;;1.75;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6291.jpeg;"Com íman ";
"Lembrança Batismo Pomba Exterior";PRO0322;1;;"Fam Art";Batizados;;Lembranças;;;;;;"15-05-2024 19:50:24";josep;"15-05-2024 20:20:08";josep;0;;;1.75;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6292.jpeg;"Com íman ";
"Lembrança Comunhão Cálice e Bíblia";PRO0323;1;;"Fam Art";"Cerimonias Religiosas";;"1* Comunhão";;;;;;"15-05-2024 19:55:03";josep;"16-05-2026 11:43:57";marcop;0;;;1.85;;;0;Each;1.00;999980.000;0;josep;0;IMG_6289.jpeg;"Com íman ";
"Lembrança Comunhão Cálice e Anjo";PRO0324;1;;"Fam Art";"Cerimonias Religiosas";;"1* Comunhão";;;;;;"15-05-2024 19:55:33";josep;"15-05-2024 19:56:29";josep;0;;;2.1;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6290.jpeg;"Com íman ";
"Convite Aniversário Mickey";PRO0325;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"15-05-2024 20:27:39";josep;"15-05-2024 20:34:03";josep;0;;;3;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6297.jpeg;;
"Régua Crescimento Simples";PRO0326;1;;"Fam Art";Outros;;Decoração;;;;;;"15-05-2024 20:51:26";josep;"10-03-2026 12:16:25";marcop;0;;;20;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6298.jpeg;;
"Nome de Parede com Letra inicial";PRO0327;1;;"Fam Art";Outros;;Decoração;;;;;;"15-05-2024 20:59:19";josep;"15-05-2024 21:02:55";josep;0;;;17;;;0;Each;1.00;1000000.000;0;josep;0;IMG_6300.jpeg;;
"Nome de Parede c/ Rebordo";PRO0328;1;;"Fam Art";Outros;;Decoração;;;;;;"15-05-2024 20:59:46";josep;"11-04-2025 18:38:33";marcop;0;;;15;;;0;Each;1.00;999995.000;0;josep;0;IMG_6299.jpeg;;
"Porta Cartões Alumínio";PRO0329;1;;"Fam Art";Outros;;Diversos;;;;;;"15-05-2024 21:10:26";josep;"20-12-2025 15:33:27";josep;0;;;8;;;0;Each;1.00;999991.000;0;josep;0;IMG_6301.jpeg;;
"Lente Foco CO2 20mm 63.5mm";PRO0330;1;;"Fam Art";Consumiveis;;Lentes;;;;;;"16-05-2024 18:05:29";marcop;"16-05-2024 18:08:42";marcop;0;;;17.01;;;0;Each;1.00;2.000;0;marcop;0;Captura-de-ecr__-2024-05-16-180806.png;;
"Espelho CO2 20mm Pack 3 Uni";PRO0331;1;;"Fam Art";Consumiveis;;Espelhos;;;;;;"16-05-2024 18:10:06";marcop;"16-05-2024 18:16:37";marcop;0;;;5.59;;;0;Each;1.00;3.000;0;marcop;0;Captura-de-ecr__-2024-05-16-180949.png;;
"Espelho CO2 25mm Pack 3 Uni";PRO0332;1;;"Fam Art";Consumiveis;;Espelhos;;;;;;"16-05-2024 18:16:10";marcop;"16-05-2024 18:16:10";marcop;0;;;5.84;;;0;Each;1.00;6.000;0;marcop;0;;;
"Sensor OMCH Proximidade";PRO0333;1;;"Fam Art";Consumiveis;;Sensores;;;;;;"16-05-2024 18:17:46";marcop;"16-05-2024 18:17:46";marcop;0;;;2.33;;;0;Each;1.00;2.000;0;marcop;0;Captura-de-ecr__-2024-05-16-181727.png;;
"Saco Autoadesivo 18x25cm";PRO0334;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"16-05-2024 18:23:16";marcop;"16-05-2024 18:24:07";marcop;0;;;10.39;;;0;Each;200.00;1.000;0;marcop;0;Captura-de-ecr__-2024-05-16-182300.png;;
"Saco Autoadesivo 24x34cm";PRO0335;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"16-05-2024 18:23:55";marcop;"16-05-2024 18:23:55";marcop;0;;;10.72;;;0;Each;200.00;1.000;0;marcop;0;;;
"Sacos de envio plásticos opacos do PE de Inplusop 25x35cm";PRO0336;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"16-05-2024 18:27:37";marcop;"16-05-2024 18:27:37";marcop;0;;;7;;;0;Each;50.00;1.000;0;marcop;0;Captura-de-ecr__-2024-05-16-182718.png;;
"Sacos de envio plásticos opacos do PE de Inplusop 25x30cm";PRO0337;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"16-05-2024 18:28:12";marcop;"16-05-2024 18:28:12";marcop;0;;;6.45;;;0;Each;50.00;1.000;0;marcop;0;;;
"Caixa cartão 15x10x3cm";PRO0338;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"16-05-2024 18:30:12";marcop;"16-05-2024 18:30:12";marcop;0;;;10.39;;;0;Each;20.00;1.000;0;marcop;0;Captura-de-ecr__-2024-05-16-182950.png;;
"Saco Autoadesivo 12x17cm";PRO0339;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"16-05-2024 18:32:47";marcop;"16-05-2024 18:32:47";marcop;0;;;5.81;;;0;Each;200.00;2.000;0;marcop;0;;;
"Fita Cola Dupla Face 15.24cm x 24.69mts";PRO0340;1;;"Fam Art";"Matéria Prima";;Cola;;https://www.temu.com/goods.html?_bg_fs=1&goods_id=601099562058228&sku_id=17592401522379&_oak_page_so;;;;"16-05-2024 18:52:42";marcop;"16-05-2024 18:53:32";marcop;0;;;25.48;;;0;Each;1.00;1.000;0;marcop;0;Captura-de-ecr__-2024-05-16-185158.png;;
"Luvas Nitrilo Descartáveis";PRO0341;1;;"Fam Art";Consumiveis;;Diversos;;https://www.temu.com/goods.html?_bg_fs=1&goods_id=601099562058228&sku_id=17592401522379&_oak_page_so;;;;"16-05-2024 18:56:09";marcop;"16-05-2024 18:56:09";marcop;0;;;7.91;;;0;Each;100.00;1.000;0;marcop;0;Captura-de-ecr__-2024-05-16-185544.png;;
"Polos Personalizados";PRO0342;1;;"Fam Art";Outros;;Diversos;;;;;;"16-05-2024 19:01:50";marcop;"01-07-2026 17:39:57";marcop;0;;;15;;;0;Each;1.00;'-80.000;0;marcop;0;;;
"Placa Nascimento";PRO0343;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"16-05-2024 19:12:45";josep;"16-05-2024 20:25:07";josep;0;;;11.5;;;0;Each;1.00;1000000.000;0;josep;0;image.jpg;;
"Mealheiro MDF";PRO0344;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 19:15:29";josep;"18-12-2025 17:08:11";marcop;0;;;8;;;0;Each;1.00;'-5.000;0;marcop;0;IMG_6307.jpeg;;
"Moldura árvore c\ 3 fotos";PRO0345;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 19:21:18";josep;"19-11-2024 15:55:16";marcop;0;;;30;;;0;Each;1.00;1000000.000;0;josep;0;17159668232731754112818980429365.jpg;;
"Árvore da vida M2";PRO0346;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 19:27:09";josep;"16-04-2025 15:58:34";marcop;0;;;15;;;0;Each;1.00;999999.000;0;josep;0;IMG_6308.jpeg;;
"Caixa coração";PRO0347;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 19:31:41";josep;"30-04-2025 18:34:59";josep;0;;;20;;;0;Each;1.00;999999.000;0;josep;0;IMG_6309.jpeg;;
"Quebra cabeças das letras";PRO0348;1;;"Fam Art";Jogos;;"Quebra Cabeças";;;;;;"16-05-2024 20:21:10";josep;"17-05-2024 18:19:33";marcop;0;;;18.95;;;0;Each;1.00;1000000.000;0;josep;0;IMG_20240517_181628.jpg;;
"Quebra cabeças dos números";PRO0349;1;;"Fam Art";Jogos;;"Quebra Cabeças";;;;;;"16-05-2024 20:22:31";josep;"17-05-2024 18:16:47";marcop;0;;;14.6;;;0;Each;1.00;1000000.000;0;josep;0;IMG_20240517_181621.jpg;;
"Quebra cabeças das formas";PRO0350;1;;"Fam Art";Jogos;;"Quebra Cabeças";;;;;;"16-05-2024 20:23:33";josep;"17-05-2024 18:18:11";marcop;0;;;14.6;;;0;Each;1.00;1000000.000;0;josep;0;IMG_20240517_181624.jpg;;
"Quadro 1º ano de vida";PRO0351;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"16-05-2024 20:28:33";josep;"13-06-2024 20:40:50";marcop;0;;;45;;;0;Each;1.00;1000000.000;0;josep;0;IMG_20240517_181324.jpg;;
"Kit parede Safari";PRO0352;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 20:36:20";josep;"17-05-2024 18:15:22";marcop;0;;;45;;;0;Each;1.00;1000000.000;0;josep;0;IMG_20240517_181313.jpg;;
"Caixa Batismo S";PRO0353;1;;"Fam Art";Batizados;;Caixas;;;;;;"16-05-2024 20:52:44";josep;"22-08-2025 16:02:13";marcop;0;;;37;;;0;Each;1.00;999992.000;0;marcop;0;;;
"Caixa ""Dia do Pai""";PRO0354;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"16-05-2024 21:06:30";josep;"19-03-2025 16:52:23";marcop;0;;;25;;;0;Each;1.00;999999.000;0;josep;0;17159665984227075862442619200521.jpg;;
"Árvore da vida M1";PRO0355;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 21:16:51";josep;"06-03-2026 18:53:25";marcop;0;;;18;;;0;Each;1.00;999989.000;0;josep;0;image.jpg;;
"Caixa para lembranças";PRO0356;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 21:20:07";josep;"28-01-2026 20:47:05";marcop;0;;;4;;;0;Each;1.00;999998.000;0;josep;0;17159664858042243254112455571131.jpg;;
"Nome de Parede com Letra inicial e Desenho";PRO0357;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 21:23:25";josep;"16-05-2024 23:55:40";marcop;0;;;19;;;0;Each;1.00;1000000.000;0;josep;0;_INS7384.JPG;;
"Troféu ""Melhor Pai do Mundo""";PRO0358;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"16-05-2024 21:30:16";josep;"19-02-2025 18:12:58";marcop;0;;;16.9;;;0;Each;1.00;999998.000;0;marcop;0;17159667345215171407292819096563.jpg;;
"Moldura ""Dia da Mãe""";PRO0359;1;;"Fam Art";"Eventos Diversos";;"Dia da Mãe";;;;;;"16-05-2024 21:34:55";josep;"06-03-2025 11:30:45";marcop;0;;;16;;;0;Each;1.00;999998.000;0;josep;0;17159665157105562843705449964772.jpg;;
"Troféu para Padrinho";PRO0360;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 21:38:31";josep;"17-05-2024 18:25:14";marcop;0;;;15;;;0;Each;1.00;999999.000;0;josep;0;17159666872476200345974378671261.jpg;;
"Quadros dos Netos";PRO0361;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2024 22:05:03";josep;"22-12-2025 11:25:07";marcop;0;;;35;;;0;Each;1.00;999996.000;0;josep;0;image.jpg;;
"Milestones Mickey";PRO0362;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"20-05-2024 14:29:52";marcop;"20-05-2024 14:29:52";marcop;0;;;25;;;0;Each;1.00;'-1.000;0;admin;0;Imagem-WhatsApp-2024-05-20-__s-14.12.17_984f0324.jpg;;"Vários modelos e cores disponiveis"
"Quadro 1Ano Info";PRO0363;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"23-05-2024 09:19:15";marcop;"25-09-2025 18:19:58";marcop;0;;;25;;;0;Each;1.00;999996.000;0;marcop;0;Imagem-WhatsApp-2024-05-21-__s-19.58.39_c4a358c6.jpg;;
"Coroa Caixa Batismo Pingo de Cera";PRO0364;1;;"Fam Art";Batizados;;Caixas;;;;;;"23-05-2024 15:01:12";marcop;"18-06-2024 18:57:07";marcop;0;;;1.8;;;0;Each;1.00;999997.000;0;marcop;0;thumbnail_01.png;;
"Pulseira Nascimento Pingo de Cera";PRO0365;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"23-05-2024 15:09:47";marcop;"25-03-2025 11:58:00";marcop;0;;;2;;;0;Each;1.00;999978.000;0;marcop;0;Captura-de-ecr__-2024-05-23-150927.png;;
"Marcador Livros Pingo de Cera";PRO0366;1;;"Fam Art";Outros;;Diversos;;;;;;"23-05-2024 15:19:04";marcop;"11-11-2024 11:32:07";marcop;0;;;1.5;;;0;Each;1.00;999989.000;0;marcop;0;thumbnail_Captura-de-ecr__-2024-05-23-144115.png;;
"Lembrança c/foto Pingo de Cera";PRO0367;1;;"Fam Art";Batizados;;Lembranças;;;;;;"23-05-2024 15:32:59";marcop;"28-05-2024 17:57:28";marcop;0;;;1.9;;;0;Each;1.00;999999.000;0;marcop;0;Captura-de-ecr__-2024-05-23-153236.png;;
"Aplique Cruzeta";PRO0368;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"27-05-2024 00:14:50";marcop;"27-05-2024 00:14:50";marcop;80;80;;3;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Lembrança 6cm Pingo de Cera";PRO0369;1;;"Fam Art";Batizados;;Lembranças;;;;;;"28-05-2024 17:57:55";marcop;"07-04-2025 16:50:33";marcop;0;;;0.8;;;0;Each;1.00;999982.000;0;marcop;0;;;
"Rota Norte Iman";PRO0370;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"28-05-2024 18:07:17";marcop;"28-05-2024 18:08:39";marcop;140;110;;1.2;;;0;Each;1.00;999980.000;0;marcop;0;IMG_20240528_180659.jpg;;
"Lembrança Batizado Minnie";PRO0371;1;;"Fam Art";Batizados;;Lembranças;;;;;;"05-06-2024 18:23:37";josep;"05-06-2024 18:23:45";josep;0;;;1.75;;;0;Each;1.00;999995.000;0;josep;0;;;
"Arvore da Vida c/fotos";PRO0372;1;;"Fam Art";Outros;;Decoração;;;;;;"06-06-2024 14:25:41";marcop;"31-03-2026 18:53:04";josep;0;;;25;;;0;Each;1.00;999976.000;0;marcop;0;;;
"Nomes 850";PRO0373;1;;"Fam Art";Outros;;"Gravação / Corte";;;;;;"12-06-2024 12:59:40";marcop;"12-06-2024 13:00:20";marcop;850;850;0.75;45;;;0;Each;1.00;999999.000;0;marcop;0;;;
"Coração 7060 Pingo de Cera";PRO0374;1;;"Fam Art";Outros;;Diversos;;;;;;"13-06-2024 14:57:30";marcop;"17-07-2024 19:02:51";marcop;70;60;;0.8;;;0;Each;1.00;999990.000;0;marcop;0;Captura-de-ecr__-2024-06-13-145526.png;;
"Cruzeta 3519";PRO0375;1;;"Fam Art";Batizados;;Cabides;;;;;;"13-06-2024 15:02:20";marcop;"13-06-2024 15:06:12";marcop;350;190;;10;;;0;Each;1.00;999999.000;0;marcop;0;IMG_20240613_150148.jpg;;
"Porta chaves Camião";PRO0376;1;;"Fam Art";Casamentos;;Lembranças;;;;;;"17-06-2024 21:58:43";marcop;"17-06-2024 21:58:55";marcop;60;30;;1.2;;;0;Each;1.00;999870.000;0;marcop;0;;;
"Mãe Gravida";PRO0377;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"19-06-2024 18:55:37";marcop;"19-06-2024 21:57:36";marcop;0;;;12;;;0;Each;1.00;999999.000;0;marcop;0;IMG_6642.jpeg;;
"Expositor Brincos Mocho";PRO0378;1;;"Fam Art";Outros;;Diversos;;;;;;"22-06-2024 15:12:43";marcop;"15-10-2024 12:28:51";marcop;0;;;4;;;0;Each;1.00;999960.000;0;marcop;0;IMG_20240626_145620.jpg;;
"Porta chaves 3560 Pingo Cera";PRO0379;1;;"Fam Art";Outros;;"Porta Chaves";;;;;;"25-06-2024 15:59:47";marcop;"06-12-2025 16:10:07";marcop;35;60;;0.6;;;0;Each;1.00;999991.000;0;marcop;0;Captura-de-ecr__-2024-06-25-155910.png;;
"Quadro 2020 Pingo de cera";PRO0380;1;;"Fam Art";Outros;;Decoração;;;;;;"25-06-2024 16:03:08";marcop;"25-06-2024 18:11:01";marcop;200;200;;4.5;;;0;Each;1.00;999996.000;0;marcop;0;Captura-de-ecr__-2024-06-25-160211.png;;
"Lembranças Finalistas Meninos";PRO0381;1;;"Fam Art";"Eventos Diversos";;Finalistas;;;;;;"26-06-2024 18:33:49";marcop;"02-07-2026 09:02:35";marcop;0;;;2.5;;;0;Each;1.00;999988.000;0;marcop;0;IMG_20240621_185818_1.jpg;;
"Imans Agradecimento Finalistas";PRO0382;1;;"Fam Art";Outros;;Iman;;;;;;"27-06-2024 11:40:29";marcop;"03-07-2024 19:32:24";marcop;70;76;3;1.5;;;0;Each;1.00;999844.000;0;marcop;0;IMG_20240509_201253.jpg;;
"Marcador Livros";PRO0383;1;;"Fam Art";Outros;;Diversos;;;;;;"27-06-2024 11:47:37";marcop;"27-06-2024 11:49:15";marcop;0;;;5.5;;;0;Each;1.00;999993.000;0;marcop;0;Captura-de-ecr__-2024-06-27-114831.png;;
"Medalha Personalizada";PRO0384;1;;"Fam Art";"Eventos Diversos";;Lembranças;;;;;;"29-06-2024 16:08:12";marcop;"25-06-2026 12:02:59";marcop;100;100;;4.8;;;0;Each;1.00;999755.000;0;marcop;0;;;
"Caixa IPA - Instituto Português de Aromaterapia";PRO0385;1;;"Fam Art";Outros;;Diversos;;;;;;"02-07-2024 09:25:10";marcop;"11-06-2026 10:47:41";marcop;0;;;6;;;0;Each;1.00;999548.000;0;marcop;0;;;
"Caneta Branca";PRO0386;1;;"Fam Art";"Para Profissionais";;Canetas;;;;5418;;"03-07-2024 19:49:38";marcop;"08-04-2026 10:53:40";marcop;0;;;0.7;;;0;Each;1.00;416.000;0;admin;0;;;"Descubra a Esferográfica Trocum, a caneta perfeita para quem valoriza elegância e funcionalidade no dia a dia. Com seu design bicolor e acabamento em alumínio, oferece conforto e estilo ao escrever.

Material: Alumínio
Mecanismo: Pulsador
Design: Elegante de duas cores
Versões de cor: Variedade
Clipe: Original
Detalhes: Anéis e ponta prateados
Cartucho: Jumbo
Tinta: Azul
Carga: Jumbo
A Esferográfica Trocum é uma excelente escolha para quem procura uma caneta de alta qualidade e durabilidade. Feita em alumínio resistente, é ideal tanto para uso pessoal quanto profissional. Sua tinta azul assegura uma escrita fluída e contínua, enquanto o mecanismo pulsador garante praticidade. O design sofisticado com clipe original e detalhes prateados realça sua beleza, fazendo da Esferográfica Trocum um objeto de destaque na categoria de escrita. Perfeita para o ambiente corporativo, escolar ou para o seu dia a dia, ela certamente adicionará um toque de classe as suas anotações. Escolha a cor que mais combina com seu estilo e deixe que a Esferográfica Trocum seja sua companheira de confiança para registrar momentos importantes"
"Coração 3030 c/ gravação";PRO0387;1;;"Fam Art";"Cerimonias Religiosas";;Diversos;;;;;;"04-07-2024 18:57:19";marcop;"04-07-2024 19:05:11";marcop;0;;;0.45;;;0;Each;1.00;999960.000;0;marcop;0;;;
